source_file,original_state,original_district,standardized_state,standardized_district,mapping_reason,confidence
District_FloodImpact.csv,,Dadra & Nagar Haveli,,Dadra & Nagar Haveli,unchanged source name,HIGH
District_FloodImpact.csv,,Daman,,Daman,unchanged source name,HIGH
District_FloodImpact.csv,,Diu,,Diu,unchanged source name,HIGH
District_FloodImpact.csv,,North  & Middle Andaman,,North & Middle Andaman,format-only: trimmed or collapsed whitespace,HIGH
District_FloodImpact.csv,,South Andaman,,South Andaman,unchanged source name,HIGH
District_FloodImpact.csv,,Nicobars,,Nicobars,unchanged source name,HIGH
District_FloodImpact.csv,,Srikakulam,,Srikakulam,unchanged source name,HIGH
District_FloodImpact.csv,,Vizianagaram,,Vizianagaram,unchanged source name,HIGH
District_FloodImpact.csv,,Visakhapatnam,,Visakhapatnam,unchanged source name,HIGH
District_FloodImpact.csv,,Krishna,,Krishna,unchanged source name,HIGH
District_FloodImpact.csv,,Guntur,,Guntur,unchanged source name,HIGH
District_FloodImpact.csv,,East Godavari,,East Godavari,unchanged source name,HIGH
District_FloodImpact.csv,,Prakasam,,Prakasam,unchanged source name,HIGH
District_FloodImpact.csv,,Kurnool,,Kurnool,unchanged source name,HIGH
District_FloodImpact.csv,,Anantapur,,Anantapur,unchanged source name,HIGH
District_FloodImpact.csv,,Sri Potti Sriramulu Nell*,,Sri Potti Sriramulu Nell*,unchanged source name,HIGH
District_FloodImpact.csv,,West Godavari,,West Godavari,unchanged source name,HIGH
District_FloodImpact.csv,,Y.S.R.,,Y.S.R.,unchanged source name,HIGH
District_FloodImpact.csv,,Chittoor,,Chittoor,unchanged source name,HIGH
District_FloodImpact.csv,,Upper Subansiri,,Upper Subansiri,unchanged source name,HIGH
District_FloodImpact.csv,,Anjaw,,Anjaw,unchanged source name,HIGH
District_FloodImpact.csv,,Changlang,,Changlang,unchanged source name,HIGH
District_FloodImpact.csv,,Tawang,,Tawang,unchanged source name,HIGH
District_FloodImpact.csv,,Papum Pare,,Papum Pare,unchanged source name,HIGH
District_FloodImpact.csv,,Tirap,,Tirap,unchanged source name,HIGH
District_FloodImpact.csv,,East Siang,,East Siang,unchanged source name,HIGH
District_FloodImpact.csv,,Lohit,,Lohit,unchanged source name,HIGH
District_FloodImpact.csv,,Kurung Kumey,,Kurung Kumey,unchanged source name,HIGH
District_FloodImpact.csv,,Lower Subansiri,,Lower Subansiri,unchanged source name,HIGH
District_FloodImpact.csv,,East Kameng,,East Kameng,unchanged source name,HIGH
District_FloodImpact.csv,,West Kameng,,West Kameng,unchanged source name,HIGH
District_FloodImpact.csv,,Kra Daadi,,Kra Daadi,unchanged source name,HIGH
District_FloodImpact.csv,,Namsai,,Namsai,unchanged source name,HIGH
District_FloodImpact.csv,,Longding,,Longding,unchanged source name,HIGH
District_FloodImpact.csv,,Upper Siang,,Upper Siang,unchanged source name,HIGH
District_FloodImpact.csv,,Lower Siang,,Lower Siang,unchanged source name,HIGH
District_FloodImpact.csv,,Upper Dibang Valley,,Upper Dibang Valley,unchanged source name,HIGH
District_FloodImpact.csv,,Lower Dibang Valley,,Lower Dibang Valley,unchanged source name,HIGH
District_FloodImpact.csv,,Siang,,Siang,unchanged source name,HIGH
District_FloodImpact.csv,,Shi Yomi,,Shi Yomi,unchanged source name,HIGH
District_FloodImpact.csv,,Pakke Kessang,,Pakke Kessang,unchanged source name,HIGH
District_FloodImpact.csv,,West Siang,,West Siang,unchanged source name,HIGH
District_FloodImpact.csv,,Lepa Rada,,Lepa Rada,unchanged source name,HIGH
District_FloodImpact.csv,,Kamle,,Kamle,unchanged source name,HIGH
District_FloodImpact.csv,,Tinsukia,,Tinsukia,unchanged source name,HIGH
District_FloodImpact.csv,,Dhemaji,,Dhemaji,unchanged source name,HIGH
District_FloodImpact.csv,,Dibrugarh,,Dibrugarh,unchanged source name,HIGH
District_FloodImpact.csv,,Lakhimpur,,Lakhimpur,unchanged source name,HIGH
District_FloodImpact.csv,,Sivasagar,,Sivasagar,unchanged source name,HIGH
District_FloodImpact.csv,,Jorhat,,Jorhat,unchanged source name,HIGH
District_FloodImpact.csv,,Sonitpur,,Sonitpur,unchanged source name,HIGH
District_FloodImpact.csv,,Golaghat,,Golaghat,unchanged source name,HIGH
District_FloodImpact.csv,,Udalguri,,Udalguri,unchanged source name,HIGH
District_FloodImpact.csv,,Chirang,,Chirang,unchanged source name,HIGH
District_FloodImpact.csv,,Baksa,,Baksa,unchanged source name,HIGH
District_FloodImpact.csv,,Nagaon,,Nagaon,unchanged source name,HIGH
District_FloodImpact.csv,,Kokrajhar,,Kokrajhar,unchanged source name,HIGH
District_FloodImpact.csv,,Darrang,,Darrang,unchanged source name,HIGH
District_FloodImpact.csv,,Barpeta,,Barpeta,unchanged source name,HIGH
District_FloodImpact.csv,,Nalbari,,Nalbari,unchanged source name,HIGH
District_FloodImpact.csv,,Morigaon,,Morigaon,unchanged source name,HIGH
District_FloodImpact.csv,,Kamrup,,Kamrup,unchanged source name,HIGH
District_FloodImpact.csv,,Bongaigaon,,Bongaigaon,unchanged source name,HIGH
District_FloodImpact.csv,,Dhubri,,Dhubri,unchanged source name,HIGH
District_FloodImpact.csv,,Kamrup Metropolitan,,Kamrup Metropolitan,unchanged source name,HIGH
District_FloodImpact.csv,,Goalpara,,Goalpara,unchanged source name,HIGH
District_FloodImpact.csv,,Dima Hasao,,Dima Hasao,unchanged source name,HIGH
District_FloodImpact.csv,,Cachar,,Cachar,unchanged source name,HIGH
District_FloodImpact.csv,,Karimganj,,Karimganj,unchanged source name,HIGH
District_FloodImpact.csv,,Hailakandi,,Hailakandi,unchanged source name,HIGH
District_FloodImpact.csv,,Charaideo,,Charaideo,unchanged source name,HIGH
District_FloodImpact.csv,,Majuli,,Majuli,unchanged source name,HIGH
District_FloodImpact.csv,,Biswanath,,Biswanath,unchanged source name,HIGH
District_FloodImpact.csv,,Hojai,,Hojai,unchanged source name,HIGH
District_FloodImpact.csv,,South Salmara Mancachar,,South Salmara Mancachar,unchanged source name,HIGH
District_FloodImpact.csv,,Karbi Anglong,,Karbi Anglong,unchanged source name,HIGH
District_FloodImpact.csv,,West Karbi Anglong,,West Karbi Anglong,unchanged source name,HIGH
District_FloodImpact.csv,,Pashchim Champaran,,Pashchim Champaran,unchanged source name,HIGH
District_FloodImpact.csv,,Purba Champaran,,Purba Champaran,unchanged source name,HIGH
District_FloodImpact.csv,,Sitamarhi,,Sitamarhi,unchanged source name,HIGH
District_FloodImpact.csv,,Sheohar,,Sheohar,unchanged source name,HIGH
District_FloodImpact.csv,,Gopalganj,,Gopalganj,unchanged source name,HIGH
District_FloodImpact.csv,,Samastipur,,Samastipur,unchanged source name,HIGH
District_FloodImpact.csv,,Katihar,,Katihar,unchanged source name,HIGH
District_FloodImpact.csv,,Khagaria,,Khagaria,unchanged source name,HIGH
District_FloodImpact.csv,,Bhojpur,,Bhojpur,unchanged source name,HIGH
District_FloodImpact.csv,,Buxar,,Buxar,unchanged source name,HIGH
District_FloodImpact.csv,,Darbhanga,,Darbhanga,unchanged source name,HIGH
District_FloodImpact.csv,,Saharsa,,Saharsa,unchanged source name,HIGH
District_FloodImpact.csv,,Kaimur (bhabua),,Kaimur (bhabua),unchanged source name,HIGH
District_FloodImpact.csv,,Rohtas,,Rohtas,unchanged source name,HIGH
District_FloodImpact.csv,,Jamui,,Jamui,unchanged source name,HIGH
District_FloodImpact.csv,,Banka,,Banka,unchanged source name,HIGH
District_FloodImpact.csv,,Nawada,,Nawada,unchanged source name,HIGH
District_FloodImpact.csv,,Gaya,,Gaya,unchanged source name,HIGH
District_FloodImpact.csv,,Munger,,Munger,unchanged source name,HIGH
District_FloodImpact.csv,,Vaishali,,Vaishali,unchanged source name,HIGH
District_FloodImpact.csv,,Begusarai,,Begusarai,unchanged source name,HIGH
District_FloodImpact.csv,,Bhagalpur,,Bhagalpur,unchanged source name,HIGH
District_FloodImpact.csv,,Lakhisarai,,Lakhisarai,unchanged source name,HIGH
District_FloodImpact.csv,,Sheikhpura,,Sheikhpura,unchanged source name,HIGH
District_FloodImpact.csv,,Arwal,,Arwal,unchanged source name,HIGH
District_FloodImpact.csv,,Jehanabad,,Jehanabad,unchanged source name,HIGH
District_FloodImpact.csv,,Nalanda,,Nalanda,unchanged source name,HIGH
District_FloodImpact.csv,,Patna,,Patna,unchanged source name,HIGH
District_FloodImpact.csv,,Saran,,Saran,unchanged source name,HIGH
District_FloodImpact.csv,,Siwan,,Siwan,unchanged source name,HIGH
District_FloodImpact.csv,,Muzaffarpur,,Muzaffarpur,unchanged source name,HIGH
District_FloodImpact.csv,,Madhepura,,Madhepura,unchanged source name,HIGH
District_FloodImpact.csv,,Araria,,Araria,unchanged source name,HIGH
District_FloodImpact.csv,,Supaul,,Supaul,unchanged source name,HIGH
District_FloodImpact.csv,,Madhubani,,Madhubani,unchanged source name,HIGH
District_FloodImpact.csv,,Purnia,,Purnia,unchanged source name,HIGH
District_FloodImpact.csv,,Kishanganj,,Kishanganj,unchanged source name,HIGH
District_FloodImpact.csv,,Aurangabad,,Aurangabad,unchanged source name,HIGH
District_FloodImpact.csv,,Chandigarh,,Chandigarh,unchanged source name,HIGH
District_FloodImpact.csv,,Mahasamund,,Mahasamund,unchanged source name,HIGH
District_FloodImpact.csv,,Uttar Bastar Kanker,,Uttar Bastar Kanker,unchanged source name,HIGH
District_FloodImpact.csv,,Narayanpur,,Narayanpur,unchanged source name,HIGH
District_FloodImpact.csv,,Dakshin Bastar Dantewada,,Dakshin Bastar Dantewada,unchanged source name,HIGH
District_FloodImpact.csv,,Bastar,,Bastar,unchanged source name,HIGH
District_FloodImpact.csv,,Kondagaon,,Kondagaon,unchanged source name,HIGH
District_FloodImpact.csv,,Gariaband,,Gariaband,unchanged source name,HIGH
District_FloodImpact.csv,,Raipur,,Raipur,unchanged source name,HIGH
District_FloodImpact.csv,,Durg,,Durg,unchanged source name,HIGH
District_FloodImpact.csv,,Dhamtari,,Dhamtari,unchanged source name,HIGH
District_FloodImpact.csv,,Balod,,Balod,unchanged source name,HIGH
District_FloodImpact.csv,,Koriya,,Koriya,unchanged source name,HIGH
District_FloodImpact.csv,,Jashpur,,Jashpur,unchanged source name,HIGH
District_FloodImpact.csv,,Korba,,Korba,unchanged source name,HIGH
District_FloodImpact.csv,,Kabeerdham,,Kabeerdham,unchanged source name,HIGH
District_FloodImpact.csv,,Janjgir - Champa,,Janjgir - Champa,unchanged source name,HIGH
District_FloodImpact.csv,,Bametara,,Bametara,unchanged source name,HIGH
District_FloodImpact.csv,,Rajnandgaon,,Rajnandgaon,unchanged source name,HIGH
District_FloodImpact.csv,,Surajpur,,Surajpur,unchanged source name,HIGH
District_FloodImpact.csv,,Baloda Bazar,,Baloda Bazar,unchanged source name,HIGH
District_FloodImpact.csv,,Mungeli,,Mungeli,unchanged source name,HIGH
District_FloodImpact.csv,,Surguja,,Surguja,unchanged source name,HIGH
District_FloodImpact.csv,,Balrampur,,Balrampur,unchanged source name,HIGH
District_FloodImpact.csv,,Bijapur,,Bijapur,unchanged source name,HIGH
District_FloodImpact.csv,,Raigarh,,Raigarh,unchanged source name,HIGH
District_FloodImpact.csv,,Bilaspur,,Bilaspur,unchanged source name,HIGH
District_FloodImpact.csv,,Sukma,,Sukma,unchanged source name,HIGH
District_FloodImpact.csv,,North,,North,unchanged source name,HIGH
District_FloodImpact.csv,,North East,,North East,unchanged source name,HIGH
District_FloodImpact.csv,,West,,West,unchanged source name,HIGH
District_FloodImpact.csv,,East,,East,unchanged source name,HIGH
District_FloodImpact.csv,,South West,,South West,unchanged source name,HIGH
District_FloodImpact.csv,,Central,,Central,unchanged source name,HIGH
District_FloodImpact.csv,,New Delhi,,New Delhi,unchanged source name,HIGH
District_FloodImpact.csv,,South,,South,unchanged source name,HIGH
District_FloodImpact.csv,,Shahdara,,Shahdara,unchanged source name,HIGH
District_FloodImpact.csv,,South East,,South East,unchanged source name,HIGH
District_FloodImpact.csv,,North West,,North West,unchanged source name,HIGH
District_FloodImpact.csv,,North Goa,,North Goa,unchanged source name,HIGH
District_FloodImpact.csv,,South Goa,,South Goa,unchanged source name,HIGH
District_FloodImpact.csv,,Valsad,,Valsad,unchanged source name,HIGH
District_FloodImpact.csv,,Amreli,,Amreli,unchanged source name,HIGH
District_FloodImpact.csv,,The Dangs,,The Dangs,unchanged source name,HIGH
District_FloodImpact.csv,,Banas Kantha,,Banas Kantha,unchanged source name,HIGH
District_FloodImpact.csv,,Patan,,Patan,unchanged source name,HIGH
District_FloodImpact.csv,,Mahesana,,Mahesana,unchanged source name,HIGH
District_FloodImpact.csv,,Gandhinagar,,Gandhinagar,unchanged source name,HIGH
District_FloodImpact.csv,,Ahmadabad,,Ahmadabad,unchanged source name,HIGH
District_FloodImpact.csv,,Panch Mahals,,Panch Mahals,unchanged source name,HIGH
District_FloodImpact.csv,,Dohad,,Dohad,unchanged source name,HIGH
District_FloodImpact.csv,,Vadodara,,Vadodara,unchanged source name,HIGH
District_FloodImpact.csv,,Bharuch,,Bharuch,unchanged source name,HIGH
District_FloodImpact.csv,,Porbandar,,Porbandar,unchanged source name,HIGH
District_FloodImpact.csv,,Narmada,,Narmada,unchanged source name,HIGH
District_FloodImpact.csv,,Surat,,Surat,unchanged source name,HIGH
District_FloodImpact.csv,,Tapi,,Tapi,unchanged source name,HIGH
District_FloodImpact.csv,,Aravalli,,Aravalli,unchanged source name,HIGH
District_FloodImpact.csv,,Botad,,Botad,unchanged source name,HIGH
District_FloodImpact.csv,,Chota Udaipur,,Chota Udaipur,unchanged source name,HIGH
District_FloodImpact.csv,,Mahisagar,,Mahisagar,unchanged source name,HIGH
District_FloodImpact.csv,,Gir Somnath,,Gir Somnath,unchanged source name,HIGH
District_FloodImpact.csv,,Sabar Kantha,,Sabar Kantha,unchanged source name,HIGH
District_FloodImpact.csv,,Kachchh,,Kachchh,unchanged source name,HIGH
District_FloodImpact.csv,,Surendranagar,,Surendranagar,unchanged source name,HIGH
District_FloodImpact.csv,,Rajkot,,Rajkot,unchanged source name,HIGH
District_FloodImpact.csv,,Kheda,,Kheda,unchanged source name,HIGH
District_FloodImpact.csv,,Anand,,Anand,unchanged source name,HIGH
District_FloodImpact.csv,,Bhavnagar,,Bhavnagar,unchanged source name,HIGH
District_FloodImpact.csv,,Junagadh,,Junagadh,unchanged source name,HIGH
District_FloodImpact.csv,,Jamnagar,,Jamnagar,unchanged source name,HIGH
District_FloodImpact.csv,,Devbhumi Dwarka,,Devbhumi Dwarka,unchanged source name,HIGH
District_FloodImpact.csv,,Morbi,,Morbi,unchanged source name,HIGH
District_FloodImpact.csv,,Navsari,,Navsari,unchanged source name,HIGH
District_FloodImpact.csv,,Jhajjar,,Jhajjar,unchanged source name,HIGH
District_FloodImpact.csv,,Gurugram,,Gurugram,unchanged source name,HIGH
District_FloodImpact.csv,,Faridabad,,Faridabad,unchanged source name,HIGH
District_FloodImpact.csv,,Mahendragarh,,Mahendragarh,unchanged source name,HIGH
District_FloodImpact.csv,,Rewari,,Rewari,unchanged source name,HIGH
District_FloodImpact.csv,,Nuh,,Nuh,unchanged source name,HIGH
District_FloodImpact.csv,,Palwal,,Palwal,unchanged source name,HIGH
District_FloodImpact.csv,,Charki Dadri,,Charki Dadri,unchanged source name,HIGH
District_FloodImpact.csv,,Yamunanagar,,Yamunanagar,unchanged source name,HIGH
District_FloodImpact.csv,,Kurukshetra,,Kurukshetra,unchanged source name,HIGH
District_FloodImpact.csv,,Kaithal,,Kaithal,unchanged source name,HIGH
District_FloodImpact.csv,,Sirsa,,Sirsa,unchanged source name,HIGH
District_FloodImpact.csv,,Karnal,,Karnal,unchanged source name,HIGH
District_FloodImpact.csv,,Jind,,Jind,unchanged source name,HIGH
District_FloodImpact.csv,,Fatehabad,,Fatehabad,unchanged source name,HIGH
District_FloodImpact.csv,,Hisar,,Hisar,unchanged source name,HIGH
District_FloodImpact.csv,,Panipat,,Panipat,unchanged source name,HIGH
District_FloodImpact.csv,,Sonipat,,Sonipat,unchanged source name,HIGH
District_FloodImpact.csv,,Bhiwani,,Bhiwani,unchanged source name,HIGH
District_FloodImpact.csv,,Rohtak,,Rohtak,unchanged source name,HIGH
District_FloodImpact.csv,,Panchkula,,Panchkula,unchanged source name,HIGH
District_FloodImpact.csv,,Ambala,,Ambala,unchanged source name,HIGH
District_FloodImpact.csv,,Lahul & Spiti,,Lahul & Spiti,unchanged source name,HIGH
District_FloodImpact.csv,,Chamba,,Chamba,unchanged source name,HIGH
District_FloodImpact.csv,,Kangra,,Kangra,unchanged source name,HIGH
District_FloodImpact.csv,,Kullu,,Kullu,unchanged source name,HIGH
District_FloodImpact.csv,,Mandi,,Mandi,unchanged source name,HIGH
District_FloodImpact.csv,,Kinnaur,,Kinnaur,unchanged source name,HIGH
District_FloodImpact.csv,,Una,,Una,unchanged source name,HIGH
District_FloodImpact.csv,,Shimla,,Shimla,unchanged source name,HIGH
District_FloodImpact.csv,,Solan,,Solan,unchanged source name,HIGH
District_FloodImpact.csv,,Sirmaur,,Sirmaur,unchanged source name,HIGH
District_FloodImpact.csv,,Hamirpur,,Hamirpur,unchanged source name,HIGH
District_FloodImpact.csv,,Kupwara,,Kupwara,unchanged source name,HIGH
District_FloodImpact.csv,,Bandipore,,Bandipore,unchanged source name,HIGH
District_FloodImpact.csv,,Baramula,,Baramula,unchanged source name,HIGH
District_FloodImpact.csv,,Ganderbal,,Ganderbal,unchanged source name,HIGH
District_FloodImpact.csv,,Anantnag,,Anantnag,unchanged source name,HIGH
District_FloodImpact.csv,,Kishtwar,,Kishtwar,unchanged source name,HIGH
District_FloodImpact.csv,,Srinagar,,Srinagar,unchanged source name,HIGH
District_FloodImpact.csv,,Badgam,,Badgam,unchanged source name,HIGH
District_FloodImpact.csv,,Pulwama,,Pulwama,unchanged source name,HIGH
District_FloodImpact.csv,,Punch,,Punch,unchanged source name,HIGH
District_FloodImpact.csv,,Shupiyan,,Shupiyan,unchanged source name,HIGH
District_FloodImpact.csv,,Kulgam,,Kulgam,unchanged source name,HIGH
District_FloodImpact.csv,,Rajouri,,Rajouri,unchanged source name,HIGH
District_FloodImpact.csv,,Ramban,,Ramban,unchanged source name,HIGH
District_FloodImpact.csv,,Reasi,,Reasi,unchanged source name,HIGH
District_FloodImpact.csv,,Doda,,Doda,unchanged source name,HIGH
District_FloodImpact.csv,,Jammu,,Jammu,unchanged source name,HIGH
District_FloodImpact.csv,,Kathua,,Kathua,unchanged source name,HIGH
District_FloodImpact.csv,,Udhampur,,Udhampur,unchanged source name,HIGH
District_FloodImpact.csv,,Samba,,Samba,unchanged source name,HIGH
District_FloodImpact.csv,,Muzaffarabad,,Muzaffarabad,unchanged source name,HIGH
District_FloodImpact.csv,,Mirpur,,Mirpur,unchanged source name,HIGH
District_FloodImpact.csv,,Sahibganj,,Sahibganj,unchanged source name,HIGH
District_FloodImpact.csv,,Godda,,Godda,unchanged source name,HIGH
District_FloodImpact.csv,,Pakur,,Pakur,unchanged source name,HIGH
District_FloodImpact.csv,,Giridih,,Giridih,unchanged source name,HIGH
District_FloodImpact.csv,,Dumka,,Dumka,unchanged source name,HIGH
District_FloodImpact.csv,,Deoghar,,Deoghar,unchanged source name,HIGH
District_FloodImpact.csv,,Palamu,,Palamu,unchanged source name,HIGH
District_FloodImpact.csv,,Chatra,,Chatra,unchanged source name,HIGH
District_FloodImpact.csv,,Garhwa,,Garhwa,unchanged source name,HIGH
District_FloodImpact.csv,,Jamtara,,Jamtara,unchanged source name,HIGH
District_FloodImpact.csv,,Dhanbad,,Dhanbad,unchanged source name,HIGH
District_FloodImpact.csv,,Latehar,,Latehar,unchanged source name,HIGH
District_FloodImpact.csv,,Bokaro,,Bokaro,unchanged source name,HIGH
District_FloodImpact.csv,,Ramgarh,,Ramgarh,unchanged source name,HIGH
District_FloodImpact.csv,,Ranchi,,Ranchi,unchanged source name,HIGH
District_FloodImpact.csv,,Lohardaga,,Lohardaga,unchanged source name,HIGH
District_FloodImpact.csv,,Gumla,,Gumla,unchanged source name,HIGH
District_FloodImpact.csv,,Khunti,,Khunti,unchanged source name,HIGH
District_FloodImpact.csv,,Saraikela-kharsawan,,Saraikela-kharsawan,unchanged source name,HIGH
District_FloodImpact.csv,,Purbi Singhbhum,,Purbi Singhbhum,unchanged source name,HIGH
District_FloodImpact.csv,,Pashchimi Singhbhum,,Pashchimi Singhbhum,unchanged source name,HIGH
District_FloodImpact.csv,,Simdega,,Simdega,unchanged source name,HIGH
District_FloodImpact.csv,,Kodarma,,Kodarma,unchanged source name,HIGH
District_FloodImpact.csv,,Hazaribagh,,Hazaribagh,unchanged source name,HIGH
District_FloodImpact.csv,,Bidar,,Bidar,unchanged source name,HIGH
District_FloodImpact.csv,,Kalaburagi,,Kalaburagi,unchanged source name,HIGH
District_FloodImpact.csv,,Belagavi,,Belagavi,unchanged source name,HIGH
District_FloodImpact.csv,,Yadgir,,Yadgir,unchanged source name,HIGH
District_FloodImpact.csv,,Bagalkote,,Bagalkote,unchanged source name,HIGH
District_FloodImpact.csv,,Raichur,,Raichur,unchanged source name,HIGH
District_FloodImpact.csv,,Koppal,,Koppal,unchanged source name,HIGH
District_FloodImpact.csv,,Gadag,,Gadag,unchanged source name,HIGH
District_FloodImpact.csv,,Ballari,,Ballari,unchanged source name,HIGH
District_FloodImpact.csv,,Dharwad,,Dharwad,unchanged source name,HIGH
District_FloodImpact.csv,,Uttara Kannada,,Uttara Kannada,unchanged source name,HIGH
District_FloodImpact.csv,,Haveri,,Haveri,unchanged source name,HIGH
District_FloodImpact.csv,,Chitradurga,,Chitradurga,unchanged source name,HIGH
District_FloodImpact.csv,,Davanagere,,Davanagere,unchanged source name,HIGH
District_FloodImpact.csv,,Shivamogga,,Shivamogga,unchanged source name,HIGH
District_FloodImpact.csv,,Udupi,,Udupi,unchanged source name,HIGH
District_FloodImpact.csv,,Chikkamagaluru,,Chikkamagaluru,unchanged source name,HIGH
District_FloodImpact.csv,,Chikkaballapura,,Chikkaballapura,unchanged source name,HIGH
District_FloodImpact.csv,,Hassan,,Hassan,unchanged source name,HIGH
District_FloodImpact.csv,,Kolar,,Kolar,unchanged source name,HIGH
District_FloodImpact.csv,,Bengaluru Rural,,Bengaluru Rural,unchanged source name,HIGH
District_FloodImpact.csv,,Dakshina Kannada,,Dakshina Kannada,unchanged source name,HIGH
District_FloodImpact.csv,,Bangalore,,Bangalore,unchanged source name,HIGH
District_FloodImpact.csv,,Kodagu,,Kodagu,unchanged source name,HIGH
District_FloodImpact.csv,,Chamarajanagara,,Chamarajanagara,unchanged source name,HIGH
District_FloodImpact.csv,,Tumakuru,,Tumakuru,unchanged source name,HIGH
District_FloodImpact.csv,,Ramanagara,,Ramanagara,unchanged source name,HIGH
District_FloodImpact.csv,,Mandya,,Mandya,unchanged source name,HIGH
District_FloodImpact.csv,,Mysuru,,Mysuru,unchanged source name,HIGH
District_FloodImpact.csv,,Vijayapura,,Vijayapura,unchanged source name,HIGH
District_FloodImpact.csv,,Kasaragod,,Kasaragod,unchanged source name,HIGH
District_FloodImpact.csv,,Wayanad,,Wayanad,unchanged source name,HIGH
District_FloodImpact.csv,,Kozhikode,,Kozhikode,unchanged source name,HIGH
District_FloodImpact.csv,,Malappuram,,Malappuram,unchanged source name,HIGH
District_FloodImpact.csv,,Palakkad,,Palakkad,unchanged source name,HIGH
District_FloodImpact.csv,,Thrissur,,Thrissur,unchanged source name,HIGH
District_FloodImpact.csv,,Idukki,,Idukki,unchanged source name,HIGH
District_FloodImpact.csv,,Ernakulam,,Ernakulam,unchanged source name,HIGH
District_FloodImpact.csv,,Alappuzha,,Alappuzha,unchanged source name,HIGH
District_FloodImpact.csv,,Kottayam,,Kottayam,unchanged source name,HIGH
District_FloodImpact.csv,,Pathanamthitta,,Pathanamthitta,unchanged source name,HIGH
District_FloodImpact.csv,,Kollam,,Kollam,unchanged source name,HIGH
District_FloodImpact.csv,,Thiruvananthapuram,,Thiruvananthapuram,unchanged source name,HIGH
District_FloodImpact.csv,,Kannur,,Kannur,unchanged source name,HIGH
District_FloodImpact.csv,,Leh,,Leh,unchanged source name,HIGH
District_FloodImpact.csv,,Kargil,,Kargil,unchanged source name,HIGH
District_FloodImpact.csv,,Lakshadweep,,Lakshadweep,unchanged source name,HIGH
District_FloodImpact.csv,,Burhanpur,,Burhanpur,unchanged source name,HIGH
District_FloodImpact.csv,,Morena,,Morena,unchanged source name,HIGH
District_FloodImpact.csv,,Bhind,,Bhind,unchanged source name,HIGH
District_FloodImpact.csv,,Gwalior,,Gwalior,unchanged source name,HIGH
District_FloodImpact.csv,,Sheopur,,Sheopur,unchanged source name,HIGH
District_FloodImpact.csv,,Shivpuri,,Shivpuri,unchanged source name,HIGH
District_FloodImpact.csv,,Tikamgarh,,Tikamgarh,unchanged source name,HIGH
District_FloodImpact.csv,,Neemuch,,Neemuch,unchanged source name,HIGH
District_FloodImpact.csv,,Rewa,,Rewa,unchanged source name,HIGH
District_FloodImpact.csv,,Satna,,Satna,unchanged source name,HIGH
District_FloodImpact.csv,,Guna,,Guna,unchanged source name,HIGH
District_FloodImpact.csv,,Ashoknagar,,Ashoknagar,unchanged source name,HIGH
District_FloodImpact.csv,,Mandsaur,,Mandsaur,unchanged source name,HIGH
District_FloodImpact.csv,,Singrauli,,Singrauli,unchanged source name,HIGH
District_FloodImpact.csv,,Sidhi,,Sidhi,unchanged source name,HIGH
District_FloodImpact.csv,,Sagar,,Sagar,unchanged source name,HIGH
District_FloodImpact.csv,,Damoh,,Damoh,unchanged source name,HIGH
District_FloodImpact.csv,,Shajapur,,Shajapur,unchanged source name,HIGH
District_FloodImpact.csv,,Vidisha,,Vidisha,unchanged source name,HIGH
District_FloodImpact.csv,,Rajgarh,,Rajgarh,unchanged source name,HIGH
District_FloodImpact.csv,,Shahdol,,Shahdol,unchanged source name,HIGH
District_FloodImpact.csv,,Katni,,Katni,unchanged source name,HIGH
District_FloodImpact.csv,,Umaria,,Umaria,unchanged source name,HIGH
District_FloodImpact.csv,,Ratlam,,Ratlam,unchanged source name,HIGH
District_FloodImpact.csv,,Bhopal,,Bhopal,unchanged source name,HIGH
District_FloodImpact.csv,,Ujjain,,Ujjain,unchanged source name,HIGH
District_FloodImpact.csv,,Raisen,,Raisen,unchanged source name,HIGH
District_FloodImpact.csv,,Sehore,,Sehore,unchanged source name,HIGH
District_FloodImpact.csv,,Jabalpur,,Jabalpur,unchanged source name,HIGH
District_FloodImpact.csv,,Dewas,,Dewas,unchanged source name,HIGH
District_FloodImpact.csv,,Anuppur,,Anuppur,unchanged source name,HIGH
District_FloodImpact.csv,,Jhabua,,Jhabua,unchanged source name,HIGH
District_FloodImpact.csv,,Dindori,,Dindori,unchanged source name,HIGH
District_FloodImpact.csv,,Narsimhapur,,Narsimhapur,unchanged source name,HIGH
District_FloodImpact.csv,,Dhar,,Dhar,unchanged source name,HIGH
District_FloodImpact.csv,,Indore,,Indore,unchanged source name,HIGH
District_FloodImpact.csv,,Mandla,,Mandla,unchanged source name,HIGH
District_FloodImpact.csv,,Hoshangabad,,Hoshangabad,unchanged source name,HIGH
District_FloodImpact.csv,,Seoni,,Seoni,unchanged source name,HIGH
District_FloodImpact.csv,,Alirajpur,,Alirajpur,unchanged source name,HIGH
District_FloodImpact.csv,,Chhindwara,,Chhindwara,unchanged source name,HIGH
District_FloodImpact.csv,,Harda,,Harda,unchanged source name,HIGH
District_FloodImpact.csv,,West Nimar,,West Nimar,unchanged source name,HIGH
District_FloodImpact.csv,,East Nimar,,East Nimar,unchanged source name,HIGH
District_FloodImpact.csv,,Balaghat,,Balaghat,unchanged source name,HIGH
District_FloodImpact.csv,,Barwani,,Barwani,unchanged source name,HIGH
