test_position,source_row,actual,predicted,error,absolute_error,model
22,221,0.30280149,1.9133005142211914,1.6104990242211914,1.6104990242211914,CNN + Transformer
23,111,3.746869093,4.518710136413574,0.7718410434135743,0.7718410434135743,CNN + Transformer
24,475,2.98522873,9.377086639404297,6.391857909404297,6.391857909404297,CNN + Transformer
25,484,2.73145838,1.9133641719818115,-0.8180942080181883,0.8180942080181883,CNN + Transformer
26,329,0.472826999,1.9804916381835938,1.5076646391835937,1.5076646391835937,CNN + Transformer
27,279,0.48643499,1.8774538040161133,1.3910188140161133,1.3910188140161133,CNN + Transformer
28,277,0.0731706,2.4276015758514404,2.3544309758514403,2.3544309758514403,CNN + Transformer
29,349,0.133752635,1.8400654792785645,1.7063128442785644,1.7063128442785644,CNN + Transformer
30,685,0.86428335,2.061408281326294,1.197124931326294,1.197124931326294,CNN + Transformer
31,187,6.911149485,2.1218817234039307,-4.7892677615960695,4.7892677615960695,CNN + Transformer
32,65,12.6070399,6.569314002990723,-6.0377258970092775,6.0377258970092775,CNN + Transformer
33,699,2.180366877,1.9319100379943848,-0.24845683900561522,0.24845683900561522,CNN + Transformer
34,611,3.807489683,2.5192930698394775,-1.2881966131605225,1.2881966131605225,CNN + Transformer
35,583,3.679886741,3.9114575386047363,0.23157079760473653,0.23157079760473653,CNN + Transformer
36,69,17.33980856,1.8882832527160645,-15.451525307283937,15.451525307283937,CNN + Transformer
37,410,2.67719437,1.8009036779403687,-0.8762906920596314,0.8762906920596314,CNN + Transformer
38,637,2.00812794,2.3005518913269043,0.29242395132690424,0.29242395132690424,CNN + Transformer
39,177,2.845630539,2.010988235473633,-0.8346423035263673,0.8346423035263673,CNN + Transformer
40,707,5.871797745,2.834608554840088,-3.0371891901599124,3.0371891901599124,CNN + Transformer
41,117,0.572471381,1.8068275451660156,1.2343561641660157,1.2343561641660157,CNN + Transformer
42,586,11.48765717,1.9477534294128418,-9.539903740587159,9.539903740587159,CNN + Transformer
43,372,0.001951031,3.5969271659851074,3.5949761349851075,3.5949761349851075,CNN + Transformer
44,10,9.242779332,6.444801330566406,-2.7979780014335933,2.7979780014335933,CNN + Transformer
45,628,3.716004426,5.189563274383545,1.473558848383545,1.473558848383545,CNN + Transformer
46,63,9.231447974,5.531611919403076,-3.6998360545969238,3.6998360545969238,CNN + Transformer
47,500,0.483488206,1.902859091758728,1.419370885758728,1.419370885758728,CNN + Transformer
48,1,1.544538442,1.7826993465423584,0.2381609045423585,0.2381609045423585,CNN + Transformer
49,42,0.870628148,1.803010106086731,0.932381958086731,0.932381958086731,CNN + Transformer
50,634,0.064958232,7.1697845458984375,7.104826313898437,7.104826313898437,CNN + Transformer
51,529,0.684901436,2.5179524421691895,1.8330510061691894,1.8330510061691894,CNN + Transformer
52,167,0.099755767,5.6702775955200195,5.57052182852002,5.57052182852002,CNN + Transformer
53,76,3.129321309,1.821877121925354,-1.3074441870746458,1.3074441870746458,CNN + Transformer
54,313,0.157120971,2.269568681716919,2.112447710716919,2.112447710716919,CNN + Transformer
55,296,1.678503228,4.0626678466796875,2.384164618679687,2.384164618679687,CNN + Transformer
56,502,0.342475289,3.708691120147705,3.366215831147705,3.366215831147705,CNN + Transformer
57,490,2.448919322,1.9701390266418457,-0.47878029535815436,0.47878029535815436,CNN + Transformer
58,543,1.134922452,1.8176603317260742,0.6827378797260741,0.6827378797260741,CNN + Transformer
59,641,1.48110915,2.7391021251678467,1.2579929751678467,1.2579929751678467,CNN + Transformer
60,673,7.812547948,4.8153767585754395,-2.9971711894245603,2.9971711894245603,CNN + Transformer
61,617,4.80414767,2.002995014190674,-2.801152655809326,2.801152655809326,CNN + Transformer
62,290,1.416125561,2.0523157119750977,0.6361901509750976,0.6361901509750976,CNN + Transformer
63,212,0.539592883,1.7943814992904663,1.2547886162904662,1.2547886162904662,CNN + Transformer
64,555,0.085026896,3.139516830444336,3.054489934444336,3.054489934444336,CNN + Transformer
65,693,0.316836382,3.628344774246216,3.311508392246216,3.311508392246216,CNN + Transformer
66,672,9.395681278,5.579647064208984,-3.8160342137910153,3.8160342137910153,CNN + Transformer
67,317,0.047005244,2.1585206985473633,2.111515454547363,2.111515454547363,CNN + Transformer
68,57,11.80139268,7.478538513183594,-4.3228541668164056,4.3228541668164056,CNN + Transformer
69,535,0.000277133,2.924757719039917,2.924480586039917,2.924480586039917,CNN + Transformer
70,272,0.283121417,2.0396993160247803,1.7565778990247802,1.7565778990247802,CNN + Transformer
71,15,0.688735282,8.213018417358398,7.524283135358399,7.524283135358399,CNN + Transformer
72,432,2.837540944,1.802657961845398,-1.0348829821546022,1.0348829821546022,CNN + Transformer
73,503,0.298918883,5.633439064025879,5.334520181025879,5.334520181025879,CNN + Transformer
74,621,13.30007152,4.387960433959961,-8.912111086040039,8.912111086040039,CNN + Transformer
75,137,1.948257182,1.8101705312728882,-0.1380866507271119,0.1380866507271119,CNN + Transformer
76,287,1.93767925,1.9049367904663086,-0.03274245953369137,0.03274245953369137,CNN + Transformer
77,451,4.447805894,1.8735942840576172,-2.574211609942383,2.574211609942383,CNN + Transformer
78,528,3.706876306,2.0046863555908203,-1.7021899504091795,1.7021899504091795,CNN + Transformer
79,300,1.260337983,8.304149627685547,7.0438116446855465,7.0438116446855465,CNN + Transformer
80,622,4.243344328,4.298496246337891,0.05515191833789057,0.05515191833789057,CNN + Transformer
81,195,3.116290715,1.9236795902252197,-1.1926111247747802,1.1926111247747802,CNN + Transformer
82,34,2.386481463,1.7806731462478638,-0.6058083167521362,0.6058083167521362,CNN + Transformer
83,286,0.6410376,1.8510290384292603,1.2099914384292603,1.2099914384292603,CNN + Transformer
84,314,1.231751267,1.8917924165725708,0.6600411495725709,0.6600411495725709,CNN + Transformer
85,547,0.908345993,1.8948910236358643,0.9865450306358643,0.9865450306358643,CNN + Transformer
86,333,0.588601194,1.9513707160949707,1.3627695220949707,1.3627695220949707,CNN + Transformer
87,182,0.024373659,1.8407001495361328,1.8163264905361327,1.8163264905361327,CNN + Transformer
88,49,6.654597736,1.8785374164581299,-4.7760603195418705,4.7760603195418705,CNN + Transformer
89,518,0.252656489,1.9232022762298584,1.6705457872298584,1.6705457872298584,CNN + Transformer
90,102,10.27922577,1.9333984851837158,-8.345827284816284,8.345827284816284,CNN + Transformer
91,687,0.244881502,1.9788765907287598,1.7339950887287598,1.7339950887287598,CNN + Transformer
92,651,1.403054602,1.8149278163909912,0.4118732143909911,0.4118732143909911,CNN + Transformer
93,41,0.620779654,1.7960139513015747,1.1752342973015746,1.1752342973015746,CNN + Transformer
94,553,2.597279494,1.854535460472107,-0.742744033527893,0.742744033527893,CNN + Transformer
95,366,0.143033374,2.4952845573425293,2.3522511833425295,2.3522511833425295,CNN + Transformer
96,534,0.988714607,1.8834296464920044,0.8947150394920044,0.8947150394920044,CNN + Transformer
97,275,0.186919271,1.9628148078918457,1.7758955368918456,1.7758955368918456,CNN + Transformer
98,675,1.85061619,8.906805038452148,7.056188848452148,7.056188848452148,CNN + Transformer
99,303,0.991725656,1.9062219858169556,0.9144963298169556,0.9144963298169556,CNN + Transformer
100,113,9.14902795,2.0864272117614746,-7.062600738238526,7.062600738238526,CNN + Transformer
101,437,1.553001778,1.7791260480880737,0.22612427008807368,0.22612427008807368,CNN + Transformer
102,491,1.6671773,1.8778965473175049,0.2107192473175048,0.2107192473175048,CNN + Transformer
103,526,0.033230403,2.2598447799682617,2.2266143769682616,2.2266143769682616,CNN + Transformer
104,141,5.312905892,2.4671530723571777,-2.845752819642822,2.845752819642822,CNN + Transformer
105,706,2.579095705,2.1751720905303955,-0.40392361446960434,0.40392361446960434,CNN + Transformer
106,548,0.230626522,3.3078017234802246,3.0771752014802245,3.0771752014802245,CNN + Transformer
107,609,4.873739494,4.868277549743652,-0.005461944256347273,0.005461944256347273,CNN + Transformer
108,648,0.988526383,1.8341037034988403,0.8455773204988404,0.8455773204988404,CNN + Transformer
0,483,4.742047502,1.9058243036270142,-2.836223198372986,2.836223198372986,ResNet + BiLSTM
1,5,0.090612489,1.5945194959640503,1.5039070069640503,1.5039070069640503,ResNet + BiLSTM
2,597,3.253620339,3.012167453765869,-0.24145288523413067,0.24145288523413067,ResNet + BiLSTM
3,683,0.136913665,5.18079137802124,5.04387771302124,5.04387771302124,ResNet + BiLSTM
4,442,8.404168094,4.5353827476501465,-3.8687853463498527,3.8687853463498527,ResNet + BiLSTM
5,649,1.480749996,1.9926317930221558,0.5118817970221559,0.5118817970221559,ResNet + BiLSTM
6,385,0.575265044,1.6363056898117065,1.0610406458117065,1.0610406458117065,ResNet + BiLSTM
7,332,0.004413453,1.5826334953308105,1.5782200423308106,1.5782200423308106,ResNet + BiLSTM
8,359,0.741002628,1.5907981395721436,0.8497955115721435,0.8497955115721435,ResNet + BiLSTM
9,590,1.329597887,2.0475964546203613,0.7179985676203613,0.7179985676203613,ResNet + BiLSTM
10,504,0.351856339,4.160768985748291,3.8089126467482908,3.8089126467482908,ResNet + BiLSTM
11,690,0.072105658,1.4900823831558228,1.4179767251558228,1.4179767251558228,ResNet + BiLSTM
12,375,0.002176496,2.263042449951172,2.2608659539511717,2.2608659539511717,ResNet + BiLSTM
13,114,0.000993771,1.7266145944595337,1.7256208234595336,1.7256208234595336,ResNet + BiLSTM
14,170,0.112482708,1.4099966287612915,1.2975139207612916,1.2975139207612916,ResNet + BiLSTM
15,123,0.43075371,1.526551365852356,1.095797655852356,1.095797655852356,ResNet + BiLSTM
16,301,12.40641849,5.517505168914795,-6.888913321085205,6.888913321085205,ResNet + BiLSTM
17,615,3.462697948,2.1303627490997314,-1.3323351989002687,1.3323351989002687,ResNet + BiLSTM
18,602,3.608993578,2.0136196613311768,-1.5953739166688234,1.5953739166688234,ResNet + BiLSTM
19,657,0.749324062,1.8249479532241821,1.0756238912241822,1.0756238912241822,ResNet + BiLSTM
20,508,0.435501401,1.601993203163147,1.166491802163147,1.166491802163147,ResNet + BiLSTM
21,599,2.868823511,3.6553924083709717,0.7865688973709717,0.7865688973709717,ResNet + BiLSTM
22,221,0.30280149,1.6106680631637573,1.3078665731637573,1.3078665731637573,ResNet + BiLSTM
23,111,3.746869093,4.473567485809326,0.7266983928093262,0.7266983928093262,ResNet + BiLSTM
24,475,2.98522873,5.529551029205322,2.544322299205322,2.544322299205322,ResNet + BiLSTM
25,484,2.73145838,1.8255431652069092,-0.9059152147930907,0.9059152147930907,ResNet + BiLSTM
26,329,0.472826999,1.4032591581344604,0.9304321591344604,0.9304321591344604,ResNet + BiLSTM
27,279,0.48643499,1.4674181938171387,0.9809832038171387,0.9809832038171387,ResNet + BiLSTM
28,277,0.0731706,2.254561185836792,2.181390585836792,2.181390585836792,ResNet + BiLSTM
29,349,0.133752635,1.5100183486938477,1.3762657136938476,1.3762657136938476,ResNet + BiLSTM
30,685,0.86428335,1.851212501525879,0.9869291515258789,0.9869291515258789,ResNet + BiLSTM
31,187,6.911149485,2.3706507682800293,-4.540498716719971,4.540498716719971,ResNet + BiLSTM
32,65,12.6070399,4.854959964752197,-7.752079935247803,7.752079935247803,ResNet + BiLSTM
33,699,2.180366877,1.921510100364685,-0.2588567766353149,0.2588567766353149,ResNet + BiLSTM
34,611,3.807489683,2.516080617904663,-1.291409065095337,1.291409065095337,ResNet + BiLSTM
35,583,3.679886741,3.5589842796325684,-0.12090246136743144,0.12090246136743144,ResNet + BiLSTM
36,69,17.33980856,1.5657415390014648,-15.774067020998537,15.774067020998537,ResNet + BiLSTM
37,410,2.67719437,1.5818403959274292,-1.0953539740725708,1.0953539740725708,ResNet + BiLSTM
38,637,2.00812794,2.619976282119751,0.6118483421197509,0.6118483421197509,ResNet + BiLSTM
39,177,2.845630539,2.0970189571380615,-0.7486115818619385,0.7486115818619385,ResNet + BiLSTM
40,707,5.871797745,2.010214328765869,-3.861583416234131,3.861583416234131,ResNet + BiLSTM
41,117,0.572471381,1.5792204141616821,1.0067490331616822,1.0067490331616822,ResNet + BiLSTM
42,586,11.48765717,1.8738723993301392,-9.613784770669861,9.613784770669861,ResNet + BiLSTM
43,372,0.001951031,2.4709091186523438,2.468958087652344,2.468958087652344,ResNet + BiLSTM
44,10,9.242779332,4.7724995613098145,-4.470279770690185,4.470279770690185,ResNet + BiLSTM
45,628,3.716004426,3.8715696334838867,0.1555652074838867,0.1555652074838867,ResNet + BiLSTM
46,63,9.231447974,4.417293071746826,-4.814154902253174,4.814154902253174,ResNet + BiLSTM
47,500,0.483488206,1.6810965538024902,1.1976083478024901,1.1976083478024901,ResNet + BiLSTM
48,1,1.544538442,1.7499184608459473,0.20538001884594737,0.20538001884594737,ResNet + BiLSTM
49,42,0.870628148,1.5952024459838867,0.7245742979838867,0.7245742979838867,ResNet + BiLSTM
50,634,0.064958232,4.842288494110107,4.777330262110107,4.777330262110107,ResNet + BiLSTM
51,529,0.684901436,2.929567575454712,2.244666139454712,2.244666139454712,ResNet + BiLSTM
52,167,0.099755767,4.581409931182861,4.481654164182862,4.481654164182862,ResNet + BiLSTM
53,76,3.129321309,1.5416722297668457,-1.5876490792331541,1.5876490792331541,ResNet + BiLSTM
54,313,0.157120971,1.6654601097106934,1.5083391387106935,1.5083391387106935,ResNet + BiLSTM
55,296,1.678503228,3.9481823444366455,2.269679116436645,2.269679116436645,ResNet + BiLSTM
56,502,0.342475289,4.065509796142578,3.723034507142578,3.723034507142578,ResNet + BiLSTM
57,490,2.448919322,2.052565813064575,-0.39635350893542487,0.39635350893542487,ResNet + BiLSTM
58,543,1.134922452,1.5388158559799194,0.40389340397991935,0.40389340397991935,ResNet + BiLSTM
59,641,1.48110915,3.0993638038635254,1.6182546538635254,1.6182546538635254,ResNet + BiLSTM
60,673,7.812547948,4.665710926055908,-3.1468370219440915,3.1468370219440915,ResNet + BiLSTM
61,617,4.80414767,1.4752601385116577,-3.328887531488342,3.328887531488342,ResNet + BiLSTM
62,290,1.416125561,1.5188807249069214,0.1027551639069213,0.1027551639069213,ResNet + BiLSTM
63,212,0.539592883,1.568473219871521,1.028880336871521,1.028880336871521,ResNet + BiLSTM
64,555,0.085026896,3.0030736923217773,2.9180467963217773,2.9180467963217773,ResNet + BiLSTM
65,693,0.316836382,3.6966333389282227,3.3797969569282227,3.3797969569282227,ResNet + BiLSTM
66,672,9.395681278,4.746185779571533,-4.649495498428466,4.649495498428466,ResNet + BiLSTM
67,317,0.047005244,2.747913122177124,2.700907878177124,2.700907878177124,ResNet + BiLSTM
68,57,11.80139268,5.116023540496826,-6.685369139503173,6.685369139503173,ResNet + BiLSTM
69,535,0.000277133,2.4022579193115234,2.4019807863115235,2.4019807863115235,ResNet + BiLSTM
70,272,0.283121417,1.8457695245742798,1.5626481075742797,1.5626481075742797,ResNet + BiLSTM
71,15,0.688735282,5.3174967765808105,4.628761494580811,4.628761494580811,ResNet + BiLSTM
72,432,2.837540944,1.5925427675247192,-1.2449981764752809,1.2449981764752809,ResNet + BiLSTM
73,503,0.298918883,5.280500411987305,4.981581528987305,4.981581528987305,ResNet + BiLSTM
74,621,13.30007152,3.10343074798584,-10.19664077201416,10.19664077201416,ResNet + BiLSTM
75,137,1.948257182,1.5489979982376099,-0.3992591837623902,0.3992591837623902,ResNet + BiLSTM
76,287,1.93767925,1.5753189325332642,-0.3623603174667358,0.3623603174667358,ResNet + BiLSTM
77,451,4.447805894,1.4294909238815308,-3.0183149701184693,3.0183149701184693,ResNet + BiLSTM
78,528,3.706876306,2.080691337585449,-1.6261849684145506,1.6261849684145506,ResNet + BiLSTM
79,300,1.260337983,5.364424228668213,4.104086245668213,4.104086245668213,ResNet + BiLSTM
80,622,4.243344328,4.3938374519348145,0.1504931239348144,0.1504931239348144,ResNet + BiLSTM
81,195,3.116290715,1.9532102346420288,-1.163080480357971,1.163080480357971,ResNet + BiLSTM
82,34,2.386481463,1.5635730028152466,-0.8229084601847534,0.8229084601847534,ResNet + BiLSTM
83,286,0.6410376,1.5178862810134888,0.8768486810134888,0.8768486810134888,ResNet + BiLSTM
